,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,1.34,1.26,4,613085.32,Feeder_800,ESALG,AOLAD,GAPOG,GHTKD,ESALG,,
1,0,1.34,1.26,2,191648,Feeder_450,ESALG,SNDKR,ESALG,,,,
2,0,1.34,1.26,2,303768.43,Feeder_800,ESALG,GNCKY,ESALG,,,,
3,0,1.34,1.26,5,598002,Feeder_450,ESALG,CGPNR,CDMAT,AOLOB,CDBOA,ESALG,
4,0,1.34,1.26,3,460689.57,Feeder_800,ESALG,NGAPP,ESALG,,,,
5,0,1.34,1.26,3,282945.67,Feeder_450,ESALG,GWOXB,ESALG,,,,
6,0,1.34,1.26,3,465778.46,Feeder_800,ESALG,CIABJ,LRMLW,SLFNA,ESALG,,
7,0,1.34,1.26,4,408253.67,Feeder_450,ESALG,DJJIB,ESALG,,,,
8,0,1.34,1.26,4,598786.36,Feeder_800,ESALG,TGLFW,BJCOO,CMDLA,GALBV,ESALG,
9,1,1.43,1.25,4,570020.25,Feeder_800,ESALG,GWOXB,BJCOO,TGLFW,ESALG,,
10,1,1.43,1.25,5,754725.43,Feeder_800,ESALG,CDBOA,AOLOB,AOLAD,CDMAT,CGPNR,ESALG
11,1,1.43,1.25,4,656055.71,Feeder_800,ESALG,GAPOG,GALBV,CMDLA,NGAPP,CIABJ,ESALG
12,1,1.43,1.25,4,459610.83,Feeder_450,ESALG,GNCKY,SLFNA,LRMLW,GHTKD,ESALG,
13,2,0.58,1.2,4,620100.04,Feeder_800,ESALG,BJCOO,CMDLA,GALBV,GAPOG,ESALG,
14,2,0.58,1.2,3,465104.71,Feeder_800,ESALG,NGAPP,CIABJ,ESALG,,,
15,2,0.58,1.2,4,420966.5,Feeder_450,ESALG,CIABJ,LRMLW,SLFNA,ESALG,,
16,2,0.58,1.2,3,426187.5,Feeder_800,ESALG,TGLFW,GHTKD,ESALG,,,
17,3,1.19,1.14,3,405023.5,Feeder_800,ESALG,GHTKD,CIABJ,ESALG,,,
18,3,1.19,1.14,5,794840.71,Feeder_800,ESALG,CDBOA,AOLAD,AOLOB,CDMAT,CMDLA,ESALG
19,3,1.19,1.14,4,646694.39,Feeder_800,ESALG,NGAPP,GALBV,GAPOG,CGPNR,ESALG,
20,3,1.19,1.14,4,594381.25,Feeder_800,ESALG,BJCOO,TGLFW,LRMLW,SLFNA,GNCKY,ESALG
21,4,1.16,0.66,4,644479.68,Feeder_800,ESALG,NGAPP,GAPOG,CDMAT,ESALG,,
22,4,1.16,0.66,2,243137.64,Feeder_800,ESALG,SNDKR,ESALG,,,,
23,4,1.16,0.66,5,590025.17,Feeder_450,ESALG,CGPNR,AOLOB,AOLAD,CDBOA,ESALG,
24,4,1.16,0.66,4,598786.36,Feeder_800,ESALG,GALBV,CMDLA,BJCOO,TGLFW,ESALG,
25,4,1.16,0.66,4,389466.33,Feeder_450,ESALG,GNCKY,GWOXB,ESALG,,,
26,4,1.16,0.66,4,536740.07,Feeder_800,ESALG,CIABJ,GHTKD,LRMLW,SLFNA,ESALG,
27,5,1.33,0.58,4,531345.64,Feeder_800,ESALG,NGAPP,BJCOO,TGLFW,ESALG,,
28,5,1.33,0.58,6,663628.17,Feeder_450,ESALG,AOLOB,AOLAD,CDBOA,CGPNR,CDMAT,ESALG
29,5,1.33,0.58,4,616571.32,Feeder_800,ESALG,CMDLA,GALBV,GAPOG,GHTKD,ESALG,
30,5,1.33,0.58,3,494325.5,Feeder_800,ESALG,GNCKY,SLFNA,LRMLW,CIABJ,ESALG,
31,6,0.94,0.8,3,426187.5,Feeder_800,ESALG,GHTKD,TGLFW,ESALG,,,
32,6,0.94,0.8,4,604577.64,Feeder_800,ESALG,CGPNR,GAPOG,GALBV,ESALG,,
33,6,0.94,0.8,4,584863.5,Feeder_800,ESALG,CMDLA,NGAPP,BJCOO,ESALG,,
34,6,0.94,0.8,5,619535.5,Feeder_450,ESALG,CDBOA,AOLOB,AOLAD,CDMAT,ESALG,
35,6,0.94,0.8,3,494325.5,Feeder_800,ESALG,CIABJ,LRMLW,SLFNA,GNCKY,ESALG,
36,7,0.73,1.36,3,434117.64,Feeder_800,ESALG,BJCOO,TGLFW,ESALG,,,
37,7,0.73,1.36,4,473936.17,Feeder_450,ESALG,GHTKD,GALBV,GAPOG,ESALG,,
38,7,0.73,1.36,5,761115.96,Feeder_800,ESALG,CDMAT,CGPNR,CDBOA,AOLAD,AOLOB,ESALG
39,7,0.73,1.36,4,420966.5,Feeder_450,ESALG,SLFNA,LRMLW,CIABJ,ESALG,,
40,7,0.73,1.36,4,578773.36,Feeder_800,ESALG,NGAPP,CMDLA,ESALG,,,
41,8,0.89,0.63,3,457969.86,Feeder_800,ESALG,GNCKY,SLFNA,CIABJ,ESALG,,
42,8,0.89,0.63,5,573842.83,Feeder_450,ESALG,AOLAD,CDBOA,GAPOG,ESALG,,
43,8,0.89,0.63,4,554526.46,Feeder_800,ESALG,NGAPP,LRMLW,ESALG,,,
44,8,0.89,0.63,5,565000.5,Feeder_450,ESALG,CDMAT,CGPNR,AOLOB,ESALG,,
45,8,0.89,0.63,4,586480.11,Feeder_800,ESALG,CMDLA,GALBV,GHTKD,ESALG,,
46,9,1.45,0.97,5,619535.5,Feeder_450,ESALG,CDBOA,AOLAD,AOLOB,CDMAT,ESALG,
47,9,1.45,0.97,3,359915.07,Feeder_800,ESALG,GWOXB,ESALG,,,,
48,9,1.45,0.97,4,606068.11,Feeder_800,ESALG,CMDLA,GAPOG,CGPNR,ESALG,,
49,9,1.45,0.97,3,464266.71,Feeder_800,ESALG,NGAPP,GHTKD,ESALG,,,
50,9,1.45,0.97,4,459979.83,Feeder_450,ESALG,GALBV,BJCOO,TGLFW,ESALG,,
51,9,1.45,0.97,3,465778.46,Feeder_800,ESALG,SLFNA,LRMLW,CIABJ,ESALG,,
52,10,1.31,1.31,4,604577.64,Feeder_800,ESALG,GALBV,GAPOG,CGPNR,ESALG,,
53,10,1.31,1.31,4,449939.17,Feeder_450,ESALG,CMDLA,BJCOO,TGLFW,ESALG,,
54,10,1.31,1.31,3,477002.07,Feeder_800,ESALG,SLFNA,LRMLW,GHTKD,ESALG,,
55,11,1.37,1.4,4,640352.93,Feeder_800,ESALG,TGLFW,BJCOO,NGAPP,GALBV,CMDLA,ESALG
56,11,1.37,1.4,3,442310.21,Feeder_800,ESALG,CIABJ,GHTKD,LRMLW,ESALG,,
57,11,1.37,1.4,5,618931.33,Feeder_450,ESALG,GAPOG,CDBOA,AOLAD,AOLOB,ESALG,
58,11,1.37,1.4,3,476323.39,Feeder_800,ESALG,SLFNA,GNCKY,GWOXB,ESALG,,
59,11,1.37,1.4,4,573629.68,Feeder_800,ESALG,CGPNR,CDMAT,ESALG,,,
60,12,0.97,1.33,4,596075.5,Feeder_800,ESALG,TGLFW,CMDLA,NGAPP,BJCOO,GHTKD,ESALG
61,12,0.97,1.33,3,455503.04,Feeder_800,ESALG,GNCKY,SLFNA,LRMLW,ESALG,,
62,12,0.97,1.33,4,608315.64,Feeder_800,ESALG,CIABJ,CGPNR,GAPOG,GALBV,ESALG,
63,13,1.1,0.53,5,505900.67,Feeder_450,ESALG,TGLFW,GAPOG,CGPNR,ESALG,,
64,13,1.1,0.53,2,316402.14,Feeder_800,ESALG,SLFNA,ESALG,,,,
65,13,1.1,0.53,3,442310.21,Feeder_800,ESALG,LRMLW,GHTKD,CIABJ,ESALG,,
66,13,1.1,0.53,4,627851.11,Feeder_800,ESALG,GALBV,CMDLA,NGAPP,BJCOO,ESALG,
67,14,0.9,1.03,4,513188.79,Feeder_800,ESALG,DJJIB,ESALG,,,,
68,14,0.9,1.03,5,512614.17,Feeder_450,ESALG,GAPOG,GALBV,GHTKD,CIABJ,ESALG,
69,14,0.9,1.03,3,455503.04,Feeder_800,ESALG,LRMLW,SLFNA,GNCKY,ESALG,,
70,14,0.9,1.03,6,663628.17,Feeder_450,ESALG,CDMAT,CGPNR,CDBOA,AOLAD,AOLOB,ESALG
71,14,0.9,1.03,4,593429.43,Feeder_800,ESALG,TGLFW,BJCOO,NGAPP,CMDLA,ESALG,
72,15,1.11,1.16,4,393811,Feeder_450,ESALG,GHTKD,BJCOO,TGLFW,CIABJ,ESALG,
73,15,1.11,1.16,4,651640.57,Feeder_800,ESALG,GAPOG,GALBV,CMDLA,NGAPP,ESALG,
74,16,0.79,1.19,4,523212.21,Feeder_800,ESALG,LRMLW,GHTKD,TGLFW,CIABJ,ESALG,
75,16,0.79,1.19,3,476323.39,Feeder_800,ESALG,GWOXB,GNCKY,SLFNA,ESALG,,
76,16,0.79,1.19,5,619535.5,Feeder_450,ESALG,CDMAT,AOLAD,AOLOB,CDBOA,ESALG,
77,16,0.79,1.19,4,641141.61,Feeder_800,ESALG,CGPNR,GAPOG,GALBV,CMDLA,ESALG,
78,16,0.79,1.19,3,466779.71,Feeder_800,ESALG,BJCOO,NGAPP,ESALG,,,
79,17,1.01,0.98,4,534584.21,Feeder_800,ESALG,NGAPP,BJCOO,TGLFW,GHTKD,ESALG,
80,17,1.01,0.98,5,619535.5,Feeder_450,ESALG,CDMAT,AOLOB,AOLAD,CDBOA,ESALG,
81,17,1.01,0.98,3,427348.61,Feeder_800,ESALG,LRMLW,CIABJ,ESALG,,,
82,18,0.74,0.77,4,537967.39,Feeder_800,ESALG,GHTKD,CIABJ,LRMLW,SLFNA,ESALG,
83,18,0.74,0.77,3,435142.64,Feeder_800,ESALG,GWOXB,GNCKY,ESALG,,,
84,20,0.61,1.07,3,466779.71,Feeder_800,ESALG,NGAPP,BJCOO,ESALG,,,
85,20,0.61,1.07,4,524439.54,Feeder_800,ESALG,TGLFW,GHTKD,CIABJ,LRMLW,ESALG,
86,20,0.61,1.07,5,567534.17,Feeder_450,ESALG,CGPNR,GAPOG,GALBV,CMDLA,ESALG,
87,20,0.61,1.07,3,325184.83,Feeder_450,ESALG,SLFNA,GNCKY,ESALG,,,
88,21,0.9,1.2,5,618931.33,Feeder_450,ESALG,AOLOB,AOLAD,CDBOA,GAPOG,ESALG,
89,21,0.9,1.2,4,619089.82,Feeder_800,ESALG,NGAPP,CGPNR,CDMAT,ESALG,,
90,21,0.9,1.2,3,435142.64,Feeder_800,ESALG,GNCKY,GWOXB,ESALG,,,
91,22,1.15,0.67,5,498075.83,Feeder_450,ESALG,CGPNR,GAPOG,CIABJ,ESALG,,
92,22,1.15,0.67,3,384578.33,Feeder_450,ESALG,LRMLW,GNCKY,SLFNA,SNDKR,ESALG,
93,23,0.74,0.81,4,389466.33,Feeder_450,ESALG,GWOXB,GNCKY,ESALG,,,
94,23,0.74,0.81,5,723090.29,Feeder_800,ESALG,AOLOB,AOLAD,CDBOA,CGPNR,ESALG,
95,23,0.74,0.81,5,601352.83,Feeder_450,ESALG,CMDLA,GALBV,GAPOG,CDMAT,ESALG,
96,23,0.74,0.81,4,427093.33,Feeder_450,ESALG,SLFNA,TGLFW,BJCOO,ESALG,,
97,24,1.35,1.24,4,641141.61,Feeder_800,ESALG,CMDLA,GALBV,GAPOG,CGPNR,ESALG,
98,24,1.35,1.24,3,378139.17,Feeder_450,ESALG,LRMLW,SLFNA,GNCKY,ESALG,,
99,24,1.35,1.24,4,485925.5,Feeder_800,ESALG,CIABJ,GHTKD,TGLFW,ESALG,,
